id,legacy_id,question,options,answer,type,year,chapter,cluster_assignment,attributes,flags,stats,links,division_override,class_override,verification_status,metadata,created_at,updated_at
019d5409-bc8c-7c20-91a6-22e9f224d2c1,f2025eb3-0e6e-4823-8210-6413456c58f5,"{""text"": ""A plane polarized blue light ray is incident on a prism such that there is no reflection from the surface of the prism. The angle of deviation of the emergent ray is \\(\\delta=60^{\\circ}\\) (see Figure-1). The angle of minimum deviation for red light from the same prism is \\(\\delta_{\\min }=30^{\\circ}\\) (see Figure-2). The refractive index of the prism material for blue light is \\(\\sqrt{3}\\). Which of the following statement(s) is(are) correct?"", ""image_url"": ""https://lh3.googleusercontent.com/d/1Tvm7qTbVC55w_aSnB9C5qTiIufcuA0qj=w1100""}","{""A"": {""text"": ""The blue light is polarized in the plane of incidence."", ""image_url"": """"}, ""B"": {""text"": ""The angle of the prism is \\(45^{\\circ}\\)."", ""image_url"": """"}, ""C"": {""text"": ""The refractive index of the material of the prism for red light is \\(\\sqrt{2}\\)."", ""image_url"": """"}, ""D"": {""text"": ""The angle of refraction for blue light in air at the exit plane of the prism is \\(60^{\\circ}\\)."", ""image_url"": """"}}","A,C,D",PYQ,2023,ROI,ROI-Optics_Refraction,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div8"", ""legacy_question"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1liip7ya2/2d96594b-e54f-4ebc-b99a-33821d69cacc/3fd751b0-038a-11ee-add3-0f52d4fe427d/file-1liip7ya3.webp?format=webp"", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/6y3zli1lrnqnguz/23de1f9a-4563-4e76-8131-d5c6aa14c5f0/b61e0eb0-b87d-11ee-a3f2-bbef0b8d82be/file-6y3zli1lrnqngv0.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:17.646035+05:30,2026-04-14 18:47:30.028225+05:30
019d5409-bc5a-7b83-a885-88f028d95c9a,7602febf-ef2a-4361-a447-e552ed3f74c8,"{""text"": ""In a circuit shown in the figure, the capacitor $C$ is initially uncharged and the key $K$ is open. In this condition, a current of $1 \\text{ A}$ flows through the $1 \\, \\Omega$ resistor. The key is closed at time $t=t_0$. Which of the following statement(s) is(are) correct?\n\n[Given: $e^{-1}=0.36$ ]"", ""image_url"": ""https://lh3.googleusercontent.com/d/1oPtxO6FrZl23JddQGjMYpgVQUap5EME7=w1174""}","{""A"": {""text"": ""The value of the resistance $R$ is $3 \\, \\Omega$."", ""image_url"": """"}, ""B"": {""text"": ""For $t < t_0$, the value of current $I_1$ is $2 \\text{ A}$."", ""image_url"": """"}, ""C"": {""text"": ""At $t=t_0+7.2 \\, \\mu\\text{s}$, the current in the capacitor is $0.6 \\text{ A}$."", ""image_url"": """"}, ""D"": {""text"": ""For $t \\rightarrow \\infty$, the charge on the capacitor is $12 \\, \\mu\\text{C}$."", ""image_url"": """"}}","A, B, C, D",PYQ,2023,EPC,EPC-Capacitor_Charge_Calculations,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div8"", ""legacy_question"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1liipba4r/de8ff26a-d4d6-4d98-a870-c88e8f463783/9c6c7db0-038a-11ee-add3-0f52d4fe427d/file-1liipba4s.png?format=png"", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/6y3zli1lrnptmz6/f8af71be-57ff-41f5-9aa8-45a7f33f0061/78916720-b87a-11ee-a3f2-bbef0b8d82be/file-6y3zli1lrnptmz7.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:17.646035+05:30,2026-04-14 18:47:32.720687+05:30
019d5409-bcb5-7a06-8386-6b0c4b3c254a,6a15222e-31d5-4e8e-9653-a26430637355,"{""text"": ""In an experiment for determination of the focal length of a thin convex lens, the distance of the object from the lens is $10 \\pm 0.1 \\, \\text{cm}$ and the distance of its real image from the lens is $20 \\pm 0.2 \\, \\text{cm}$. The error in the determination of focal length of the lens is $n \\%$. The value of $n$ is ______."", ""image_url"": """"}","{""A"": {""text"": ""0.5"", ""image_url"": """"}, ""B"": {""text"": ""1"", ""image_url"": """"}, ""C"": {""text"": ""1.5"", ""image_url"": """"}, ""D"": {""text"": ""2"", ""image_url"": """"}}",1,PYQ,2023,UNM,UNM-Physics_of_Matter,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div2"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:17.646035+05:30,2026-04-14 18:47:12.585058+05:30
019d5409-bc77-798f-bc21-837f06053571,4a9dc474-0751-4465-83a4-a13e13398523,"{""text"": ""Match the reactions in List-I with one of their products given in List-II and choose the correct option.\n\n$$\\begin{array}{|l|l|} \n\\hline \n\\textbf{List-I} & \\textbf{List-II} \\\\ \n\\hline \n\\text{(P) } \\mathrm{P}_2 \\mathrm{O}_3 + 3 \\mathrm{H}_2 \\mathrm{O} \\rightarrow & \\text{(1) } \\mathrm{H}_3 \\mathrm{PO}_2 \\\\ \n\\hline \n\\text{(Q) } \\mathrm{P}_4 + 3 \\mathrm{NaOH} + 3 \\mathrm{H}_2 \\mathrm{O} \\rightarrow & \\text{(2) } \\mathrm{H}_3 \\mathrm{PO}_3 \\\\ \n\\hline \n\\text{(R) } \\mathrm{PCl}_5 + \\mathrm{CH}_3 \\mathrm{COOH} \\rightarrow & \\text{(3) } \\mathrm{PH}_3 \\\\ \n\\hline \n\\text{(S) } \\mathrm{H}_3 \\mathrm{PO}_2 + 4 \\mathrm{AgNO}_3 + 2 \\mathrm{H}_2 \\mathrm{O} \\rightarrow & \\text{(4) } \\mathrm{POCl}_3 \\\\ \n\\hline \n& \\text{(5) } \\mathrm{H}_3 \\mathrm{PO}_4 \\\\ \n\\hline \n\\end{array}$$\n\nChoose the correct match:"", ""image_url"": """"}","{""A"": {""text"": ""$(P) \\rightarrow 2, (Q) \\rightarrow 3, (R) \\rightarrow 1, (S) \\rightarrow 5$"", ""image_url"": """"}, ""B"": {""text"": ""$(P) \\rightarrow 3, (Q) \\rightarrow 5, (R) \\rightarrow 4, (S) \\rightarrow 2$"", ""image_url"": """"}, ""C"": {""text"": ""$(P) \\rightarrow 5, (Q) \\rightarrow 2, (R) \\rightarrow 1, (S) \\rightarrow 3$"", ""image_url"": """"}, ""D"": {""text"": ""$(P) \\rightarrow 2, (Q) \\rightarrow 3, (R) \\rightarrow 4, (S) \\rightarrow 5$"", ""image_url"": """"}}",D,PYQ,2023,PBE,PBE-Chemical_Bonding,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div4"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:17.646035+05:30,2026-04-14 18:48:57.942785+05:30
019d5409-ba4c-762d-a998-4173d305525b,60911b5f-9342-4a83-bce5-3e253f70b3d5,"{""text"": ""For the following equilibrium reaction:\n$$\\text{A(g)} \\rightleftharpoons \\text{P(g)}$$\nA vessel contains $6$ moles of reactant $\\text{A}$ and $11$ moles of product $\\text{P}$ at equilibrium. The value of the equilibrium constant ($K_{eq}$) for the reaction at $500 \\text{ K}$ is given as $\\log K = 6$. The pre-exponential factors for the forward and backward reactions are $10^{15} \\text{ s}^{-1}$ and $10^{11} \\text{ s}^{-1}$, respectively. If the plot of $\\log k_f$ vs $1/T$ gives a straight line with $\\log k_f = 9$ at $1/T = 0.002 \\text{ K}^{-1}$, find the value of $|\\log k_b|$ at $250 \\text{ K}$.\n\n[Given: $K = \\text{equilibrium constant}$, $k_f = \\text{rate constant of forward reaction}$, $k_b = \\text{rate constant of backward reaction}$]"", ""image_url"": ""https://lh3.googleusercontent.com/d/1ploa-c8OnkT1nqhJHKfJtjZ9akqZ7j4i=w1200""}","{""A"": {""text"": ""4"", ""image_url"": """"}, ""B"": {""text"": ""5"", ""image_url"": """"}, ""C"": {""text"": ""6"", ""image_url"": """"}, ""D"": {""text"": ""10"", ""image_url"": """"}}",5,PYQ,2023,CQL,CQL-Thermodynamics_Equilibrium,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div2"", ""legacy_question"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1liir07s6/dab28081-bff3-4a0b-b1a3-06d4b0a17ba1/3af77060-0391-11ee-94c1-c5ddbb3cc6a9/file-1liir07s7.png?format=png"", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:16.921550+05:30,2026-04-14 18:47:44.184267+05:30
019d5409-bc5b-7934-a8da-ad22de9e1f4a,38995a2c-b104-44a3-b7b4-cc4963c59021,"{""text"": ""The correct statement(s) related to processes involved in the extraction of metals is(are):"", ""image_url"": """"}","{""A"": {""text"": ""Roasting of Malachite produces Cuprite."", ""image_url"": """"}, ""B"": {""text"": ""Calcination of Calamine produces Zincite."", ""image_url"": """"}, ""C"": {""text"": ""Copper pyrites is heated with silica in a reverberatory furnace to remove iron."", ""image_url"": """"}, ""D"": {""text"": ""Impure silver is treated with aqueous $\\text{KCN}$ in the presence of oxygen followed by reduction with zinc metal."", ""image_url"": """"}}","B, C, D",PYQ,2023,GPP,GPP-Metallurgy_Processes_3,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div8"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:17.646035+05:30,2026-04-14 18:49:14.181463+05:30
019d5409-bc74-7702-8ef6-e8a4aa082402,5cbe2477-ff6d-414d-a3d2-506608dd902c,"{""text"": ""Let $P$ be a point on the parabola $y^2=4 a x$, where $a>0$. The normal to the parabola at $P$ meets the $x$-axis at a point $Q$. The area of the triangle $P F Q$, where $F$ is the focus of the parabola, is 120. If the slope $m$ of the normal and $a$ are both positive integers, then the pair $(a, m)$ is"", ""image_url"": """"}","{""A"": {""text"": ""(2,3)"", ""image_url"": """"}, ""B"": {""text"": ""(1,3)"", ""image_url"": """"}, ""C"": {""text"": ""(2,4)"", ""image_url"": """"}, ""D"": {""text"": ""(3,4)"", ""image_url"": """"}}",A,PYQ,2023,PAR1,PAR1-Conic_Sections_2,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div1"", ""legacy_question"": """", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/6y3zli1lrzciyku/4ae5f1f6-6e3f-4ae4-a834-1716d92aca60/e0be5ae0-bedf-11ee-a481-bbee97356f8c/file-6y3zli1lrzciykv.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:17.646035+05:30,2026-04-14 17:54:31.153349+05:30
019d5409-ba49-7f9a-b0f3-b713361879e8,808a0b02-fed2-417a-80b9-37c78a735a67,"{""text"": ""Let $ A=\\left\\{\\frac{1967+1686 i \\sin \\theta}{7-3 i \\cos \\theta}: \\theta \\in \\mathbb{R}\\right\\} $. If $ A $ contains exactly one positive integer $ n $, then the value of $ n $ is"", ""image_url"": """"}","{""A"": {""text"": """", ""image_url"": """"}, ""B"": {""text"": """", ""image_url"": """"}, ""C"": {""text"": """", ""image_url"": """"}, ""D"": {""text"": ""281"", ""image_url"": """"}}",281,PYQ,2023,CMX,CMX-Complex_Analysis,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div2"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:16.921550+05:30,2026-04-14 18:49:52.053490+05:30
019d5409-bc89-735a-96d9-9af967c16f8d,997d37d8-da9a-4a23-a667-b8827e6d86a4,"{""text"": ""Let \\( S = (0,1) \\cup (1,2) \\cup (3,4) \\) and \\( T = \\{0,1,2,3\\} \\). Then which of the following statements is(are) true?"", ""image_url"": """"}","{""A"": {""text"": ""There are infinitely many functions from \\( S \\) to \\( T \\)"", ""image_url"": """"}, ""B"": {""text"": ""There are infinitely many strictly increasing functions from \\( S \\) to \\( T \\)"", ""image_url"": """"}, ""C"": {""text"": ""The number of continuous functions from \\( S \\) to \\( T \\) is at most 120"", ""image_url"": """"}, ""D"": {""text"": ""Every continuous function from \\( S \\) to \\( T \\) is differentiable"", ""image_url"": """"}}","A,C,D",PYQ,2023,RAF,RAF-Combinatorics,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div8"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:17.646035+05:30,2026-04-14 18:50:20.036039+05:30
019d5409-bc9f-7a77-8171-a16afc018a92,174fa49b-1cf2-4ae7-a2bd-780ff802c049,"{""text"": ""Let $7 \\underbrace{5 \\cdots 5}_r 7$ denote the $(r+2)$ digit number where the first and the last digits are $7$ and the remaining $r$ digits are $5$. Consider the sum $S=77+757+7557+\\cdots+7 \\underbrace{5 \\cdots 5}_{98} 7$. If $S=\\frac{7 \\underbrace{5 \\cdots 5}_{99} 7+m}{n}$, where $m$ and $n$ are natural numbers less than $3000$, then the value of $m+n$ is"", ""image_url"": """"}","{""A"": {""text"": ""1210"", ""image_url"": """"}, ""B"": {""text"": ""1219"", ""image_url"": """"}, ""C"": {""text"": ""1228"", ""image_url"": """"}, ""D"": {""text"": ""1237"", ""image_url"": """"}}",1219,PYQ,2023,SQS,SQS-Series_and_Sequences,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2023_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,,,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div2"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03 21:20:17.646035+05:30,2026-04-14 18:50:00.658890+05:30
